burst,correction_type,target,random_seed,model,roc_auc,accuracy,balanced_acc,f1_score,precision,recall,time
Burst_4,rotdaily,Behaviour,1234,XGB,0.9056464279751089,0.7187214611872146,0.5650196778553978,0.7049006776635325,0.7207716728833429,0.7187214611872146,0.924689531326294
Burst_4,rotdaily,Behaviour,1234,SVC,0.5321213497722664,0.37168949771689497,0.12824754193175247,0.2090689028226281,0.5102881651204924,0.37168949771689497,2.63346266746521
Burst_4,rotdaily,Behaviour,123456,RF,0.9057840481291806,0.7077625570776256,0.5455257871535929,0.6791790476580511,0.7305128578930168,0.7077625570776256,1.2166016101837158
Burst_4,rotdaily,Behaviour,123456,XGB,0.9016972500927237,0.7150684931506849,0.5398168838779327,0.697160972091988,0.7190858819837317,0.7150684931506849,0.9619081020355225
Burst_4,rotdaily,Behaviour,123456,SVC,0.5171974067972673,0.37990867579908677,0.1322643146327357,0.22576643131773313,0.53402405378922,0.37990867579908677,2.6910345554351807
Burst_4,uncorrected,Behaviour,42,RF,0.9088129609398461,0.7132420091324201,0.5674717432800831,0.6984339791153736,0.7327985358390924,0.7132420091324201,1.232663631439209
Burst_4,uncorrected,Behaviour,42,XGB,0.9063061164925965,0.7159817351598173,0.5968728907723684,0.7072823708300369,0.7282265286530589,0.7159817351598173,0.9998595714569092
Burst_4,uncorrected,Behaviour,42,SVC,0.8558097125906114,0.5853881278538813,0.34818836621468197,0.5312007152686304,0.5455129304542657,0.5853881278538813,2.1666641235351562
Burst_4,uncorrected,Behaviour,100,RF,0.9173710108108352,0.7479452054794521,0.6046127812067247,0.731575555689226,0.7635083799871215,0.7479452054794521,1.316711187362671
Burst_4,uncorrected,Behaviour,100,XGB,0.9227178529507646,0.7415525114155251,0.5984961045540573,0.7284745470911599,0.7355885819576748,0.7415525114155251,1.0996828079223633
Burst_4,uncorrected,Behaviour,100,SVC,0.8682838231980933,0.6082191780821918,0.35809733334404387,0.5547947833407292,0.5676546594520402,0.6082191780821918,2.291703701019287
Burst_4,uncorrected,Behaviour,123,RF,0.910235901350351,0.7178082191780822,0.5743902377077688,0.7020206195178496,0.7348701233344773,0.7178082191780822,1.3301548957824707
Burst_4,uncorrected,Behaviour,123,XGB,0.9147700166126779,0.7114155251141553,0.5690114715758098,0.6997717081937015,0.7192426595171604,0.7114155251141553,0.9264097213745117
Burst_4,uncorrected,Behaviour,123,SVC,0.8632160025856521,0.6018264840182649,0.35108376577126577,0.5480348567609461,0.5824034059091718,0.6018264840182649,2.073634386062622
Burst_4,uncorrected,Behaviour,1234,RF,0.9131634926506019,0.7168949771689498,0.5822489369398232,0.6976871494838526,0.7174254742330252,0.7168949771689498,1.3502612113952637
Burst_4,uncorrected,Behaviour,1234,XGB,0.9196333171981207,0.7251141552511415,0.5886482979381586,0.7128716887727578,0.723011545601027,0.7251141552511415,0.9471206665039062
Burst_4,uncorrected,Behaviour,1234,SVC,0.8588872629435347,0.5872146118721461,0.3275366568129726,0.5300567302021661,0.5590459115990251,0.5872146118721461,2.352682590484619
Burst_4,uncorrected,Behaviour,123456,RF,0.9173998657144107,0.7378995433789954,0.6121849080106627,0.7206884501772797,0.7518832023308888,0.7378995433789954,1.3664131164550781
Burst_4,uncorrected,Behaviour,123456,XGB,0.918669162467038,0.7351598173515982,0.6210597280972667,0.726293007603729,0.7383158266145569,0.7351598173515982,0.9333055019378662
Burst_4,uncorrected,Behaviour,123456,SVC,0.873344260030573,0.6063926940639269,0.3555697336289442,0.5539063884857381,0.5722649363277731,0.6063926940639269,2.3483705520629883
