burst,correction_type,target,random_seed,model,params,train_loss,valid_loss,accuracy,roc_auc,balanced_acc,f1_score,precision,recall,time
Burst_3,rotdaily,Behaviour,100,LSTM,"{'n_layers': 6, 'bidirectional': True}",1.4589241743087769,1.4636414051055908,0.446153849363327,0.6445230739060905,0.2026014161784665,0.36703594564606806,0.38803382370800305,0.4461538461538462,26
Burst_3,rotdaily,Behaviour,100,TSSequencerPlus,{},0.9374986886978149,1.0081276893615723,0.6553846001625061,0.8717783389191456,0.41376997310552127,0.6005070928838346,0.5633396034948611,0.6553846153846153,60
Burst_3,rotdaily,Behaviour,123,HydraMultiRocketPlus,{},0.2858855724334717,0.854688823223114,0.7092307806015015,0.9053568033383679,0.5043758020344,0.6894312890095459,0.6840718895867789,0.7092307692307692,53
Burst_3,rotdaily,Behaviour,123,LSTM,"{'n_layers': 6, 'bidirectional': True}",1.5831423997879028,1.5950422286987305,0.3707692325115204,0.5229297774392172,0.13372093023255813,0.20560493516303666,0.18451417004048581,0.3707692307692308,26
Burst_3,rotdaily,Behaviour,123,TSSequencerPlus,{},0.9618678689002991,1.050120234489441,0.6138461828231812,0.8656744340821998,0.35251814970174117,0.5611319858255679,0.5567705074461674,0.6138461538461538,60
Burst_3,rotdaily,Behaviour,1234,HydraMultiRocketPlus,{},0.18780164420604706,0.9163827896118164,0.7015384435653687,0.9191013519579858,0.5480703306414365,0.6942025803091966,0.7013453882244461,0.7015384615384616,53
Burst_3,rotdaily,Behaviour,1234,LSTM,"{'n_layers': 6, 'bidirectional': True}",1.1950535774230957,1.2717926502227783,0.5215384364128113,0.7957764013547116,0.25114985529095357,0.4686384409418588,0.4483448738013802,0.5215384615384615,26
Burst_3,rotdaily,Behaviour,1234,TSSequencerPlus,{},0.8575048446655273,1.063622236251831,0.6046153903007507,0.85945911764572,0.37047188122495023,0.5598721693293498,0.6345934328466022,0.6046153846153847,60
Burst_3,rotdaily,Behaviour,123456,HydraMultiRocketPlus,{},0.24364511668682098,0.8333377838134766,0.7138461470603943,0.9070009779843732,0.5959431205162604,0.7044839515656617,0.716241950145227,0.7138461538461538,53
Burst_3,rotdaily,Behaviour,123456,LSTM,"{'n_layers': 6, 'bidirectional': True}",1.4184590578079224,1.502959966659546,0.4138461649417877,0.6502223267683248,0.17550108706273207,0.33504185369545597,0.3268944277324166,0.41384615384615386,26
Burst_3,rotdaily,Behaviour,123456,TSSequencerPlus,{},0.9010740518569946,1.0389424562454224,0.626153826713562,0.86743494134187,0.35674721342025184,0.5714443017046928,0.5624985516502462,0.6261538461538462,60
Burst_3,uncorrected,Behaviour,42,HydraMultiRocketPlus,{},0.3014492094516754,0.7530738115310669,0.7430769205093384,0.9392491323468375,0.653718345661398,0.7341616279891057,0.7460736213846689,0.7430769230769231,52
Burst_3,uncorrected,Behaviour,42,LSTM,"{'n_layers': 6, 'bidirectional': True}",1.557390570640564,1.553460717201233,0.42461538314819336,0.6176107318409042,0.16545688042658926,0.3083772886799728,0.3877979784720399,0.4246153846153846,26
Burst_3,uncorrected,Behaviour,42,TSSequencerPlus,{},0.5759790539741516,0.8565008044242859,0.6953846216201782,0.9137010687304827,0.4760057906271444,0.6794467040008924,0.6940280290459082,0.6953846153846154,60
