"Ind_ID","year_month","Final_behaviour","prop_focal","prop_pred"
"Propriano",2023-06-01,"Eating",0.190638034914259,0.285714285714286
"Propriano",2023-06-01,"Grooming actor",0.0820330604047582,0.0491165019466906
"Propriano",2023-06-01,"Grooming receiver",0.0404758226479221,0.156633722671459
"Propriano",2023-06-01,"Resting",0.478757917503476,0.361185983827493
"Propriano",2023-06-01,"Running",0.00448014830835779,0.0107816711590297
"Propriano",2023-06-01,"Self-scratching",0.0670477367526649,0.000898472596585804
"Propriano",2023-06-01,"Sleeping",0,0.0314465408805031
"Propriano",2023-06-01,"Walking",0.0145218600339873,0.104222821203953
"Ratel",2022-07-01,"Eating",0.59188379063869,0.444014294222752
"Ratel",2022-07-01,"Grooming actor",0.0291676273922066,0.0351399642644431
"Ratel",2022-07-01,"Grooming receiver",0.0909614941203597,0.133412745681954
"Ratel",2022-07-01,"Resting",0.166589808623472,0.228707564026206
"Ratel",2022-07-01,"Running",0.0041503343324879,0.00923168552709946
"Ratel",2022-07-01,"Self-scratching",0.0240949965413881,0.000893388921977367
"Ratel",2022-07-01,"Sleeping",0,0.0122096486003574
"Ratel",2022-07-01,"Walking",0.0416186303896703,0.136390708755211
"Ratel",2022-09-01,"Eating",0.412774725274725,0.438058368076236
"Ratel",2022-09-01,"Grooming actor",0.0104739010989011,0.038117927337701
"Ratel",2022-09-01,"Grooming receiver",0.00171703296703297,0.0518165574746873
"Ratel",2022-09-01,"Resting",0.341002747252747,0.276652769505658
"Ratel",2022-09-01,"Running",0.00412087912087912,0.00416914830256105
"Ratel",2022-09-01,"Self-scratching",0.184924450549451,0
"Ratel",2022-09-01,"Sleeping",0,0.0530077427039905
"Ratel",2022-09-01,"Walking",0.0309065934065934,0.138177486599166
"Ratel",2023-06-01,"Eating",0.444216570959803,0.425283921099821
"Ratel",2023-06-01,"Grooming actor",0,0.0355648535564854
"Ratel",2023-06-01,"Grooming receiver",0.0338392124692371,0.113269575612672
"Ratel",2023-06-01,"Resting",0.386382280557834,0.290496114763897
"Ratel",2023-06-01,"Running",0.00123051681706317,0.00418410041841004
"Ratel",2023-06-01,"Self-scratching",0.0613207547169811,0
"Ratel",2023-06-01,"Sleeping",0,0.0194261805140466
"Ratel",2023-06-01,"Walking",0.0457342083675144,0.111775254034668
"Seychelles",2022-07-01,"Eating",0.452961247867414,0.388971684053651
"Seychelles",2022-07-01,"Grooming actor",0.00694613697294662,0.0116244411326379
"Seychelles",2022-07-01,"Grooming receiver",0.140872532293444,0.0968703427719821
"Seychelles",2022-07-01,"Resting",0.1602485985864,0.292101341281669
"Seychelles",2022-07-01,"Running",0.00511820619059225,0.00864381520119225
"Seychelles",2022-07-01,"Self-scratching",0.0101145503290275,0.00029806259314456
"Seychelles",2022-07-01,"Sleeping",0,0.00983606557377049
"Seychelles",2022-07-01,"Walking",0.111503777723617,0.191654247391952
"Seychelles",2022-09-01,"Eating",0.229735405291894,0.394815256257449
"Seychelles",2022-09-01,"Grooming actor",0.0371692566148677,0.0190703218116806
"Seychelles",2022-09-01,"Grooming receiver",0.122637547249055,0.0396305125148987
"Seychelles",2022-09-01,"Resting",0.187946241075178,0.352205005959476
"Seychelles",2022-09-01,"Running",0,0.0119189511323004
"Seychelles",2022-09-01,"Self-scratching",0.0130197396052079,0
"Seychelles",2022-09-01,"Sleeping",0.232465350692986,0.0202622169249106
"Seychelles",2022-09-01,"Walking",0.0518689626207476,0.162097735399285
"Seychelles",2023-06-01,"Eating",0.430345572354212,0.403765690376569
"Seychelles",2023-06-01,"Grooming actor",0,0.0206216377764495
"Seychelles",2023-06-01,"Grooming receiver",0.0232181425485961,0.0675433353257621
"Seychelles",2023-06-01,"Resting",0.325458963282937,0.355648535564854
"Seychelles",2023-06-01,"Running",0.00431965442764579,0.00747160789001793
"Seychelles",2023-06-01,"Self-scratching",0.0386069114470842,0.000597728631201434
"Seychelles",2023-06-01,"Sleeping",0,0.0209205020920502
"Seychelles",2023-06-01,"Walking",0.0448164146868251,0.123430962343096
"Shongololo",2022-07-01,"Eating",0.672889266016122,0.368483765266607
"Shongololo",2022-07-01,"Grooming actor",0.00876820817423278,0.0345546619005064
"Shongololo",2022-07-01,"Grooming receiver",0.0237590156979211,0.114387846291332
"Shongololo",2022-07-01,"Resting",0.0946117946542215,0.270479594876378
"Shongololo",2022-07-01,"Running",0.00537406307452977,0.0074471254095919
"Shongololo",2022-07-01,"Self-scratching",0.0114552397114977,0.00208519511468573
"Shongololo",2022-07-01,"Sleeping",0,0.0300863866547513
"Shongololo",2022-07-01,"Walking",0.133644463300806,0.172475424486148
"Shongololo",2022-09-01,"Eating",0.25642807505212,0.330157785055076
"Shongololo",2022-09-01,"Grooming actor",0.0345726198749131,0.0232211967847574
"Shongololo",2022-09-01,"Grooming receiver",0.0451702571230021,0.0622208990771063
