"burst","correction_type","target","random_seed","model","actual_label","data","model_type","actual_count","recall","precision","actual_prop","beh_rarity"
"Burst_4","rotbasal","Behaviour",42,"CategoryEmbeddingModel","Grooming actor","features","dl",96,0.36,0.62,0.09,"uncommon"
"Burst_4","rotbasal","Behaviour",42,"CategoryEmbeddingModel","Grooming receiver","features","dl",72,0.47,0.92,0.07,"uncommon"
"Burst_4","rotbasal","Behaviour",42,"CategoryEmbeddingModel","Resting","features","dl",400,0.84,0.69,0.37,"common"
"Burst_4","rotbasal","Behaviour",42,"CategoryEmbeddingModel","Running","features","dl",8,0.12,0.33,0.01,"rare"
"Burst_4","rotbasal","Behaviour",42,"CategoryEmbeddingModel","Self-scratching","features","dl",34,0.24,0.53,0.03,"rare"
"Burst_4","rotbasal","Behaviour",42,"CategoryEmbeddingModel","Sleeping","features","dl",27,0.48,0.93,0.02,"rare"
"Burst_4","rotbasal","Behaviour",42,"CategoryEmbeddingModel","Walking","features","dl",133,0.69,0.79,0.12,"uncommon"
"Burst_4","rotbasal","Behaviour",42,"GANDALF","Eating","features","dl",325,0.62,0.65,0.3,"common"
"Burst_4","rotbasal","Behaviour",42,"GANDALF","Grooming actor","features","dl",96,0.41,0.57,0.09,"uncommon"
"Burst_4","rotbasal","Behaviour",42,"GANDALF","Grooming receiver","features","dl",72,0.43,0.86,0.07,"uncommon"
"Burst_4","rotbasal","Behaviour",42,"GANDALF","Resting","features","dl",400,0.86,0.68,0.37,"common"
"Burst_4","rotbasal","Behaviour",42,"GANDALF","Running","features","dl",8,0.5,0.36,0.01,"rare"
"Burst_4","rotbasal","Behaviour",42,"GANDALF","Self-scratching","features","dl",34,0.24,0.44,0.03,"rare"
"Burst_4","rotbasal","Behaviour",42,"GANDALF","Sleeping","features","dl",27,0.56,0.79,0.02,"rare"
"Burst_4","rotbasal","Behaviour",42,"GANDALF","Walking","features","dl",133,0.7,0.74,0.12,"uncommon"
"Burst_4","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Eating","features","dl",325,0.76,0.67,0.3,"common"
"Burst_4","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Grooming actor","features","dl",96,0.4,0.55,0.09,"uncommon"
"Burst_4","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Grooming receiver","features","dl",72,0.49,0.83,0.07,"uncommon"
"Burst_4","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Resting","features","dl",400,0.82,0.7,0.37,"common"
"Burst_4","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Running","features","dl",8,0.25,0.67,0.01,"rare"
"Burst_4","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Self-scratching","features","dl",34,0.24,0.57,0.03,"rare"
"Burst_4","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Sleeping","features","dl",27,0.44,0.8,0.02,"rare"
"Burst_4","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Walking","features","dl",133,0.71,0.83,0.12,"uncommon"
"Burst_4","rotbasal","Behaviour",100,"GANDALF","Eating","features","dl",325,0.8,0.61,0.3,"common"
"Burst_4","rotbasal","Behaviour",100,"GANDALF","Grooming actor","features","dl",96,0.32,0.72,0.09,"uncommon"
"Burst_4","rotbasal","Behaviour",100,"GANDALF","Grooming receiver","features","dl",72,0.54,0.75,0.07,"uncommon"
"Burst_4","rotbasal","Behaviour",100,"GANDALF","Resting","features","dl",400,0.76,0.73,0.37,"common"
"Burst_4","rotbasal","Behaviour",100,"GANDALF","Running","features","dl",8,0.25,0.67,0.01,"rare"
"Burst_4","rotbasal","Behaviour",100,"GANDALF","Self-scratching","features","dl",34,0.18,0.75,0.03,"rare"
"Burst_4","rotbasal","Behaviour",100,"GANDALF","Sleeping","features","dl",27,0.56,0.79,0.02,"rare"
"Burst_4","rotbasal","Behaviour",100,"GANDALF","Walking","features","dl",133,0.76,0.8,0.12,"uncommon"
"Burst_4","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Eating","features","dl",325,0.81,0.61,0.3,"common"
"Burst_4","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Grooming actor","features","dl",96,0.36,0.7,0.09,"uncommon"
"Burst_4","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Grooming receiver","features","dl",72,0.46,0.72,0.07,"uncommon"
"Burst_4","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Resting","features","dl",400,0.79,0.74,0.37,"common"
"Burst_4","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Running","features","dl",8,0.25,0.67,0.01,"rare"
"Burst_4","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Self-scratching","features","dl",34,0.18,0.43,0.03,"rare"
"Burst_4","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Sleeping","features","dl",27,0.41,0.61,0.02,"rare"
"Burst_4","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Walking","features","dl",133,0.64,0.83,0.12,"uncommon"
"Burst_4","rotbasal","Behaviour",123,"GANDALF","Eating","features","dl",325,0.67,0.6,0.3,"common"
"Burst_4","rotbasal","Behaviour",123,"GANDALF","Grooming actor","features","dl",96,0.29,0.33,0.09,"uncommon"
"Burst_4","rotbasal","Behaviour",123,"GANDALF","Grooming receiver","features","dl",72,0.36,0.65,0.07,"uncommon"
"Burst_4","rotbasal","Behaviour",123,"GANDALF","Resting","features","dl",400,0.76,0.69,0.37,"common"
"Burst_4","rotbasal","Behaviour",123,"GANDALF","Running","features","dl",8,0.25,0.5,0.01,"rare"
"Burst_4","rotbasal","Behaviour",123,"GANDALF","Self-scratching","features","dl",34,0.15,0.24,0.03,"rare"
"Burst_4","rotbasal","Behaviour",123,"GANDALF","Sleeping","features","dl",27,0.59,0.32,0.02,"rare"
"Burst_4","rotbasal","Behaviour",123,"GANDALF","Walking","features","dl",133,0.59,0.8,0.12,"uncommon"
"Burst_4","rotbasal","Behaviour",1234,"CategoryEmbeddingModel","Eating","features","dl",325,0.73,0.65,0.3,"common"
"Burst_4","rotbasal","Behaviour",1234,"CategoryEmbeddingModel","Grooming actor","features","dl",96,0.33,0.54,0.09,"uncommon"
"Burst_4","rotbasal","Behaviour",1234,"CategoryEmbeddingModel","Grooming receiver","features","dl",72,0.33,0.75,0.07,"uncommon"
"Burst_4","rotbasal","Behaviour",1234,"CategoryEmbeddingModel","Resting","features","dl",400,0.84,0.69,0.37,"common"
"Burst_4","rotbasal","Behaviour",1234,"CategoryEmbeddingModel","Running","features","dl",8,0.25,0.67,0.01,"rare"
"Burst_4","rotbasal","Behaviour",1234,"CategoryEmbeddingModel","Self-scratching","features","dl",34,0.26,0.64,0.03,"rare"
"Burst_4","rotbasal","Behaviour",1234,"CategoryEmbeddingModel","Sleeping","features","dl",27,0.44,0.43,0.02,"rare"
"Burst_4","rotbasal","Behaviour",1234,"CategoryEmbeddingModel","Walking","features","dl",133,0.7,0.86,0.12,"uncommon"
"Burst_4","rotbasal","Behaviour",1234,"GANDALF","Eating","features","dl",325,0.73,0.59,0.3,"common"
"Burst_4","rotbasal","Behaviour",1234,"GANDALF","Grooming actor","features","dl",96,0.09,0.64,0.09,"uncommon"
"Burst_4","rotbasal","Behaviour",1234,"GANDALF","Grooming receiver","features","dl",72,0.22,0.64,0.07,"uncommon"
"Burst_4","rotbasal","Behaviour",1234,"GANDALF","Resting","features","dl",400,0.86,0.66,0.37,"common"
"Burst_4","rotbasal","Behaviour",1234,"GANDALF","Running","features","dl",8,0.12,1,0.01,"rare"
"Burst_4","rotbasal","Behaviour",1234,"GANDALF","Self-scratching","features","dl",34,0.21,0.26,0.03,"rare"
"Burst_4","rotbasal","Behaviour",1234,"GANDALF","Sleeping","features","dl",27,0.11,0.43,0.02,"rare"
"Burst_4","rotbasal","Behaviour",1234,"GANDALF","Walking","features","dl",133,0.61,0.84,0.12,"uncommon"
"Burst_4","rotbasal","Behaviour",123456,"CategoryEmbeddingModel","Eating","features","dl",325,0.76,0.67,0.3,"common"
"Burst_4","rotbasal","Behaviour",123456,"CategoryEmbeddingModel","Grooming actor","features","dl",96,0.3,0.74,0.09,"uncommon"
"Burst_4","rotbasal","Behaviour",123456,"CategoryEmbeddingModel","Grooming receiver","features","dl",72,0.5,0.92,0.07,"uncommon"
"Burst_4","rotbasal","Behaviour",123456,"CategoryEmbeddingModel","Resting","features","dl",400,0.86,0.68,0.37,"common"
"Burst_4","rotbasal","Behaviour",123456,"CategoryEmbeddingModel","Running","features","dl",8,0.38,0.6,0.01,"rare"
"Burst_4","rotbasal","Behaviour",123456,"CategoryEmbeddingModel","Self-scratching","features","dl",34,0.21,0.64,0.03,"rare"
"Burst_4","rotbasal","Behaviour",123456,"CategoryEmbeddingModel","Sleeping","features","dl",27,0.41,0.55,0.02,"rare"
"Burst_4","rotbasal","Behaviour",123456,"CategoryEmbeddingModel","Walking","features","dl",133,0.68,0.86,0.12,"uncommon"
"Burst_4","rotbasal","Behaviour",123456,"GANDALF","Eating","features","dl",325,0.75,0.67,0.3,"common"
"Burst_4","rotbasal","Behaviour",123456,"GANDALF","Grooming actor","features","dl",96,0.32,0.6,0.09,"uncommon"
"Burst_4","rotbasal","Behaviour",123456,"GANDALF","Grooming receiver","features","dl",72,0.54,0.87,0.07,"uncommon"
"Burst_4","rotbasal","Behaviour",123456,"GANDALF","Resting","features","dl",400,0.86,0.7,0.37,"common"
"Burst_4","rotbasal","Behaviour",123456,"GANDALF","Running","features","dl",8,0.38,0.75,0.01,"rare"
"Burst_4","rotbasal","Behaviour",123456,"GANDALF","Self-scratching","features","dl",34,0.15,0.38,0.03,"rare"
"Burst_4","rotbasal","Behaviour",123456,"GANDALF","Sleeping","features","dl",27,0.33,0.5,0.02,"rare"
"Burst_4","rotbasal","Behaviour",123456,"GANDALF","Walking","features","dl",133,0.68,0.83,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",42,"CategoryEmbeddingModel","Eating","features","dl",325,0.68,0.63,0.3,"common"
"Burst_4","rotdaily","Behaviour",42,"CategoryEmbeddingModel","Grooming actor","features","dl",96,0.26,0.53,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",42,"CategoryEmbeddingModel","Grooming receiver","features","dl",72,0.35,0.81,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",42,"CategoryEmbeddingModel","Resting","features","dl",400,0.86,0.66,0.37,"common"
"Burst_4","rotdaily","Behaviour",42,"CategoryEmbeddingModel","Running","features","dl",8,0.5,0.8,0.01,"rare"
"Burst_4","rotdaily","Behaviour",42,"CategoryEmbeddingModel","Self-scratching","features","dl",34,0.24,0.36,0.03,"rare"
"Burst_4","rotdaily","Behaviour",42,"CategoryEmbeddingModel","Sleeping","features","dl",27,0.52,0.7,0.02,"rare"
"Burst_4","rotdaily","Behaviour",42,"CategoryEmbeddingModel","Walking","features","dl",133,0.63,0.82,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",42,"GANDALF","Eating","features","dl",325,0.73,0.6,0.3,"common"
"Burst_4","rotdaily","Behaviour",42,"GANDALF","Grooming actor","features","dl",96,0.2,0.46,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",42,"GANDALF","Grooming receiver","features","dl",72,0.38,0.82,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",42,"GANDALF","Resting","features","dl",400,0.81,0.67,0.37,"common"
"Burst_4","rotdaily","Behaviour",42,"GANDALF","Running","features","dl",8,0.88,0.33,0.01,"rare"
"Burst_4","rotdaily","Behaviour",42,"GANDALF","Self-scratching","features","dl",34,0.26,0.47,0.03,"rare"
"Burst_4","rotdaily","Behaviour",42,"GANDALF","Sleeping","features","dl",27,0.37,0.91,0.02,"rare"
"Burst_4","rotdaily","Behaviour",42,"GANDALF","Walking","features","dl",133,0.56,0.86,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",100,"CategoryEmbeddingModel","Eating","features","dl",325,0.82,0.64,0.3,"common"
"Burst_4","rotdaily","Behaviour",100,"CategoryEmbeddingModel","Grooming actor","features","dl",96,0.23,0.5,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",100,"CategoryEmbeddingModel","Grooming receiver","features","dl",72,0.47,0.65,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",100,"CategoryEmbeddingModel","Resting","features","dl",400,0.82,0.73,0.37,"common"
"Burst_4","rotdaily","Behaviour",100,"CategoryEmbeddingModel","Running","features","dl",8,0.5,0.67,0.01,"rare"
"Burst_4","rotdaily","Behaviour",100,"CategoryEmbeddingModel","Self-scratching","features","dl",34,0.32,0.61,0.03,"rare"
"Burst_4","rotdaily","Behaviour",100,"CategoryEmbeddingModel","Sleeping","features","dl",27,0.52,0.78,0.02,"rare"
"Burst_4","rotdaily","Behaviour",100,"CategoryEmbeddingModel","Walking","features","dl",133,0.64,0.9,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",100,"GANDALF","Eating","features","dl",325,0.82,0.62,0.3,"common"
"Burst_4","rotdaily","Behaviour",100,"GANDALF","Grooming actor","features","dl",96,0.14,0.5,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",100,"GANDALF","Grooming receiver","features","dl",72,0.5,0.63,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",100,"GANDALF","Resting","features","dl",400,0.8,0.74,0.37,"common"
"Burst_4","rotdaily","Behaviour",100,"GANDALF","Running","features","dl",8,0,0,0.01,"rare"
"Burst_4","rotdaily","Behaviour",100,"GANDALF","Self-scratching","features","dl",34,0.21,0.58,0.03,"rare"
"Burst_4","rotdaily","Behaviour",100,"GANDALF","Sleeping","features","dl",27,0.48,0.68,0.02,"rare"
"Burst_4","rotdaily","Behaviour",100,"GANDALF","Walking","features","dl",133,0.72,0.84,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",123,"CategoryEmbeddingModel","Eating","features","dl",325,0.71,0.64,0.3,"common"
"Burst_4","rotdaily","Behaviour",123,"CategoryEmbeddingModel","Grooming actor","features","dl",96,0.11,0.73,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",123,"CategoryEmbeddingModel","Grooming receiver","features","dl",72,0.29,0.68,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",123,"CategoryEmbeddingModel","Resting","features","dl",400,0.89,0.66,0.37,"common"
"Burst_4","rotdaily","Behaviour",123,"CategoryEmbeddingModel","Running","features","dl",8,0.38,0.5,0.01,"rare"
"Burst_4","rotdaily","Behaviour",123,"CategoryEmbeddingModel","Self-scratching","features","dl",34,0.24,0.62,0.03,"rare"
"Burst_4","rotdaily","Behaviour",123,"CategoryEmbeddingModel","Sleeping","features","dl",27,0.44,0.67,0.02,"rare"
"Burst_4","rotdaily","Behaviour",123,"CategoryEmbeddingModel","Walking","features","dl",133,0.69,0.81,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",123,"GANDALF","Eating","features","dl",325,0.71,0.6,0.3,"common"
"Burst_4","rotdaily","Behaviour",123,"GANDALF","Grooming actor","features","dl",96,0.06,0.38,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",123,"GANDALF","Grooming receiver","features","dl",72,0.31,0.37,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",123,"GANDALF","Resting","features","dl",400,0.77,0.65,0.37,"common"
"Burst_4","rotdaily","Behaviour",123,"GANDALF","Running","features","dl",8,0.12,0.33,0.01,"rare"
"Burst_4","rotdaily","Behaviour",123,"GANDALF","Self-scratching","features","dl",34,0.21,0.54,0.03,"rare"
"Burst_4","rotdaily","Behaviour",123,"GANDALF","Sleeping","features","dl",27,0.56,0.35,0.02,"rare"
"Burst_4","rotdaily","Behaviour",123,"GANDALF","Walking","features","dl",133,0.62,0.83,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",1234,"CategoryEmbeddingModel","Eating","features","dl",325,0.72,0.66,0.3,"common"
"Burst_4","rotdaily","Behaviour",1234,"CategoryEmbeddingModel","Grooming actor","features","dl",96,0.29,0.52,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",1234,"CategoryEmbeddingModel","Grooming receiver","features","dl",72,0.49,0.66,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",1234,"CategoryEmbeddingModel","Resting","features","dl",400,0.84,0.71,0.37,"common"
"Burst_4","rotdaily","Behaviour",1234,"CategoryEmbeddingModel","Running","features","dl",8,0.5,0.8,0.01,"rare"
"Burst_4","rotdaily","Behaviour",1234,"CategoryEmbeddingModel","Self-scratching","features","dl",34,0.29,0.43,0.03,"rare"
"Burst_4","rotdaily","Behaviour",1234,"CategoryEmbeddingModel","Sleeping","features","dl",27,0.41,0.58,0.02,"rare"
"Burst_4","rotdaily","Behaviour",1234,"CategoryEmbeddingModel","Walking","features","dl",133,0.72,0.86,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",1234,"GANDALF","Eating","features","dl",325,0.74,0.63,0.3,"common"
"Burst_4","rotdaily","Behaviour",1234,"GANDALF","Grooming actor","features","dl",96,0.32,0.44,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",1234,"GANDALF","Grooming receiver","features","dl",72,0.51,0.71,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",1234,"GANDALF","Resting","features","dl",400,0.82,0.74,0.37,"common"
"Burst_4","rotdaily","Behaviour",1234,"GANDALF","Running","features","dl",8,0.38,0.75,0.01,"rare"
"Burst_4","rotdaily","Behaviour",1234,"GANDALF","Self-scratching","features","dl",34,0.26,0.43,0.03,"rare"
"Burst_4","rotdaily","Behaviour",1234,"GANDALF","Sleeping","features","dl",27,0.37,0.59,0.02,"rare"
"Burst_4","rotdaily","Behaviour",1234,"GANDALF","Walking","features","dl",133,0.69,0.86,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",123456,"CategoryEmbeddingModel","Eating","features","dl",325,0.72,0.65,0.3,"common"
"Burst_4","rotdaily","Behaviour",123456,"CategoryEmbeddingModel","Grooming actor","features","dl",96,0.27,0.4,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",123456,"CategoryEmbeddingModel","Grooming receiver","features","dl",72,0.44,0.82,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",123456,"CategoryEmbeddingModel","Resting","features","dl",400,0.82,0.7,0.37,"common"
"Burst_4","rotdaily","Behaviour",123456,"CategoryEmbeddingModel","Running","features","dl",8,0.5,0.57,0.01,"rare"
"Burst_4","rotdaily","Behaviour",123456,"CategoryEmbeddingModel","Self-scratching","features","dl",34,0.18,0.4,0.03,"rare"
"Burst_4","rotdaily","Behaviour",123456,"CategoryEmbeddingModel","Sleeping","features","dl",27,0.44,0.8,0.02,"rare"
"Burst_4","rotdaily","Behaviour",123456,"CategoryEmbeddingModel","Walking","features","dl",133,0.72,0.78,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",123456,"GANDALF","Eating","features","dl",325,0.78,0.59,0.3,"common"
"Burst_4","rotdaily","Behaviour",123456,"GANDALF","Grooming actor","features","dl",96,0.26,0.37,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",123456,"GANDALF","Grooming receiver","features","dl",72,0.53,0.68,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",123456,"GANDALF","Resting","features","dl",400,0.73,0.72,0.37,"common"
"Burst_4","rotdaily","Behaviour",123456,"GANDALF","Running","features","dl",8,0.5,0.67,0.01,"rare"
"Burst_4","rotdaily","Behaviour",123456,"GANDALF","Self-scratching","features","dl",34,0.18,0.5,0.03,"rare"
"Burst_4","rotdaily","Behaviour",123456,"GANDALF","Sleeping","features","dl",27,0.59,0.62,0.02,"rare"
"Burst_4","rotdaily","Behaviour",123456,"GANDALF","Walking","features","dl",133,0.62,0.88,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",42,"CategoryEmbeddingModel","Eating","features","dl",325,0.72,0.7,0.3,"common"
"Burst_4","uncorrected","Behaviour",42,"CategoryEmbeddingModel","Grooming actor","features","dl",96,0.41,0.57,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",42,"CategoryEmbeddingModel","Grooming receiver","features","dl",72,0.47,0.74,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",42,"CategoryEmbeddingModel","Resting","features","dl",400,0.84,0.71,0.37,"common"
"Burst_4","uncorrected","Behaviour",42,"CategoryEmbeddingModel","Running","features","dl",8,0.5,0.67,0.01,"rare"
"Burst_4","uncorrected","Behaviour",42,"CategoryEmbeddingModel","Self-scratching","features","dl",34,0.47,0.57,0.03,"rare"
"Burst_4","uncorrected","Behaviour",42,"CategoryEmbeddingModel","Sleeping","features","dl",27,0.81,0.71,0.02,"rare"
"Burst_4","uncorrected","Behaviour",42,"CategoryEmbeddingModel","Walking","features","dl",133,0.66,0.86,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",42,"GANDALF","Eating","features","dl",325,0.7,0.68,0.3,"common"
"Burst_4","uncorrected","Behaviour",42,"GANDALF","Grooming actor","features","dl",96,0.32,0.48,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",42,"GANDALF","Grooming receiver","features","dl",72,0.43,0.7,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",42,"GANDALF","Resting","features","dl",400,0.84,0.69,0.37,"common"
"Burst_4","uncorrected","Behaviour",42,"GANDALF","Running","features","dl",8,0.88,0.33,0.01,"rare"
"Burst_4","uncorrected","Behaviour",42,"GANDALF","Self-scratching","features","dl",34,0.38,0.68,0.03,"rare"
"Burst_4","uncorrected","Behaviour",42,"GANDALF","Sleeping","features","dl",27,0.67,0.75,0.02,"rare"
"Burst_4","uncorrected","Behaviour",42,"GANDALF","Walking","features","dl",133,0.64,0.85,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",100,"CategoryEmbeddingModel","Eating","features","dl",325,0.78,0.72,0.3,"common"
"Burst_4","uncorrected","Behaviour",100,"CategoryEmbeddingModel","Grooming actor","features","dl",96,0.5,0.56,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",100,"CategoryEmbeddingModel","Grooming receiver","features","dl",72,0.51,0.69,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",100,"CategoryEmbeddingModel","Resting","features","dl",400,0.81,0.75,0.37,"common"
"Burst_4","uncorrected","Behaviour",100,"CategoryEmbeddingModel","Running","features","dl",8,0.38,0.5,0.01,"rare"
"Burst_4","uncorrected","Behaviour",100,"CategoryEmbeddingModel","Self-scratching","features","dl",34,0.44,0.56,0.03,"rare"
"Burst_4","uncorrected","Behaviour",100,"CategoryEmbeddingModel","Sleeping","features","dl",27,0.59,0.84,0.02,"rare"
"Burst_4","uncorrected","Behaviour",100,"CategoryEmbeddingModel","Walking","features","dl",133,0.77,0.87,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",100,"GANDALF","Eating","features","dl",325,0.74,0.72,0.3,"common"
"Burst_4","uncorrected","Behaviour",100,"GANDALF","Grooming actor","features","dl",96,0.35,0.44,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",100,"GANDALF","Grooming receiver","features","dl",72,0.56,0.73,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",100,"GANDALF","Resting","features","dl",400,0.84,0.72,0.37,"common"
"Burst_4","uncorrected","Behaviour",100,"GANDALF","Running","features","dl",8,0.12,0.5,0.01,"rare"
"Burst_4","uncorrected","Behaviour",100,"GANDALF","Self-scratching","features","dl",34,0.38,0.68,0.03,"rare"
"Burst_4","uncorrected","Behaviour",100,"GANDALF","Sleeping","features","dl",27,0.7,0.7,0.02,"rare"
"Burst_4","uncorrected","Behaviour",100,"GANDALF","Walking","features","dl",133,0.72,0.84,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",123,"CategoryEmbeddingModel","Eating","features","dl",325,0.74,0.66,0.3,"common"
"Burst_4","uncorrected","Behaviour",123,"CategoryEmbeddingModel","Grooming actor","features","dl",96,0.3,0.64,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",123,"CategoryEmbeddingModel","Grooming receiver","features","dl",72,0.43,0.82,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",123,"CategoryEmbeddingModel","Resting","features","dl",400,0.83,0.72,0.37,"common"
"Burst_4","uncorrected","Behaviour",123,"CategoryEmbeddingModel","Running","features","dl",8,0,0,0.01,"rare"
"Burst_4","uncorrected","Behaviour",123,"CategoryEmbeddingModel","Self-scratching","features","dl",34,0.18,0.35,0.03,"rare"
"Burst_4","uncorrected","Behaviour",123,"CategoryEmbeddingModel","Sleeping","features","dl",27,0.74,0.67,0.02,"rare"
"Burst_4","uncorrected","Behaviour",123,"CategoryEmbeddingModel","Walking","features","dl",133,0.76,0.77,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",123,"GANDALF","Eating","features","dl",325,0.7,0.67,0.3,"common"
"Burst_4","uncorrected","Behaviour",123,"GANDALF","Grooming actor","features","dl",96,0.17,0.52,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",123,"GANDALF","Grooming receiver","features","dl",72,0.42,0.83,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",123,"GANDALF","Resting","features","dl",400,0.9,0.66,0.37,"common"
"Burst_4","uncorrected","Behaviour",123,"GANDALF","Running","features","dl",8,0,0,0.01,"rare"
"Burst_4","uncorrected","Behaviour",123,"GANDALF","Self-scratching","features","dl",34,0.18,0.4,0.03,"rare"
"Burst_4","uncorrected","Behaviour",123,"GANDALF","Sleeping","features","dl",27,0.67,0.67,0.02,"rare"
"Burst_4","uncorrected","Behaviour",123,"GANDALF","Walking","features","dl",133,0.64,0.84,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",1234,"CategoryEmbeddingModel","Eating","features","dl",325,0.77,0.66,0.3,"common"
"Burst_4","uncorrected","Behaviour",1234,"CategoryEmbeddingModel","Grooming actor","features","dl",96,0.17,0.59,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",1234,"CategoryEmbeddingModel","Grooming receiver","features","dl",72,0.51,0.79,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",1234,"CategoryEmbeddingModel","Resting","features","dl",400,0.86,0.72,0.37,"common"
"Burst_4","uncorrected","Behaviour",1234,"CategoryEmbeddingModel","Running","features","dl",8,0.5,0.8,0.01,"rare"
"Burst_4","uncorrected","Behaviour",1234,"CategoryEmbeddingModel","Self-scratching","features","dl",34,0.38,0.68,0.03,"rare"
"Burst_4","uncorrected","Behaviour",1234,"CategoryEmbeddingModel","Sleeping","features","dl",27,0.59,0.76,0.02,"rare"
"Burst_4","uncorrected","Behaviour",1234,"CategoryEmbeddingModel","Walking","features","dl",133,0.76,0.86,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",1234,"GANDALF","Eating","features","dl",325,0.77,0.67,0.3,"common"
"Burst_4","uncorrected","Behaviour",1234,"GANDALF","Grooming actor","features","dl",96,0.23,0.56,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",1234,"GANDALF","Grooming receiver","features","dl",72,0.5,0.75,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",1234,"GANDALF","Resting","features","dl",400,0.88,0.7,0.37,"common"
"Burst_4","uncorrected","Behaviour",1234,"GANDALF","Running","features","dl",8,0.38,1,0.01,"rare"
"Burst_4","uncorrected","Behaviour",1234,"GANDALF","Self-scratching","features","dl",34,0.24,0.73,0.03,"rare"
"Burst_4","uncorrected","Behaviour",1234,"GANDALF","Sleeping","features","dl",27,0.26,0.78,0.02,"rare"
"Burst_4","uncorrected","Behaviour",1234,"GANDALF","Walking","features","dl",133,0.72,0.85,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",123456,"CategoryEmbeddingModel","Eating","features","dl",325,0.8,0.67,0.3,"common"
"Burst_4","uncorrected","Behaviour",123456,"CategoryEmbeddingModel","Grooming actor","features","dl",96,0.38,0.57,0.09,"uncommon"
